epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.5613953471183777,0.5866595506668091,0.707567036151886,0.6466666460037231,0.7476543188095093,0.6333280205726624
1,0.6451162695884705,0.6962184906005859,0.6318689584732056,0.7377777695655823,0.8172345757484436,0.5528151988983154
2,0.6818604469299316,0.7492586374282837,0.593734860420227,0.6755555272102356,0.80449378490448,0.6098614931106567
3,0.7023255825042725,0.7829326391220093,0.5607599020004272,0.7400000095367432,0.836612343788147,0.5305691957473755
4,0.7200000286102295,0.796135425567627,0.5463447570800781,0.7288888692855835,0.8245432376861572,0.5443252921104431
5,0.711162805557251,0.7984375953674316,0.5411627888679504,0.6822222471237183,0.8438715934753418,0.5930032134056091
6,0.7325581312179565,0.8113150596618652,0.5291483998298645,0.7622222304344177,0.8365925550460815,0.5045329928398132
7,0.7548837065696716,0.822289228439331,0.5194612741470337,0.7488889098167419,0.8445530533790588,0.5011032819747925
0,0.7242307662963867,0.8001180291175842,0.5867437124252319,0.7022222280502319,0.8566222190856934,0.7490863800048828
1,0.7893023490905762,0.8723911046981812,0.44159793853759766,0.7444444298744202,0.8737481236457825,0.6364096403121948
2,0.812558114528656,0.893185555934906,0.40137243270874023,0.8111110925674438,0.9099357724189758,0.4182865023612976
3,0.8265116214752197,0.9095593690872192,0.37476101517677307,0.8355555534362793,0.9210764765739441,0.35785260796546936
4,0.8358139395713806,0.9144133925437927,0.36148279905319214,0.8333333134651184,0.9181728959083557,0.3639349937438965
5,0.8506976962089539,0.9281237125396729,0.3308062255382538,0.8399999737739563,0.935259222984314,0.3270825743675232
6,0.8581395149230957,0.9278541803359985,0.33619174361228943,0.851111114025116,0.9309037327766418,0.3388204574584961
7,0.8488371968269348,0.9310300350189209,0.3239317536354065,0.8622221946716309,0.9336000084877014,0.32751765847206116
8,0.8609302043914795,0.9391930103302002,0.3076073229312897,0.8644444346427917,0.9507160186767578,0.29061177372932434
9,0.8646511435508728,0.939801812171936,0.3053697347640991,0.8822222352027893,0.945125937461853,0.2996082007884979
10,0.8725581169128418,0.9443499445915222,0.29338982701301575,0.8822222352027893,0.9528197646141052,0.276114821434021
11,0.8767442107200623,0.9436628818511963,0.29457294940948486,0.8733333349227905,0.9518617391586304,0.2754208445549011
12,0.8827906847000122,0.9524127244949341,0.2690037786960602,0.8822222352027893,0.9562370777130127,0.2699372172355652
13,0.893488347530365,0.9561358094215393,0.2644105851650238,0.8933333158493042,0.9571161270141602,0.26372775435447693
14,0.8813953399658203,0.9521605968475342,0.2720387578010559,0.8688889145851135,0.9534025192260742,0.285086989402771
15,0.8837209343910217,0.9542503356933594,0.2644865810871124,0.8866666555404663,0.9546962976455688,0.2686407268047333
16,0.8981395363807678,0.9630485773086548,0.2384277880191803,0.897777795791626,0.9674863815307617,0.23229368031024933
17,0.8846511840820312,0.954695463180542,0.26391544938087463,0.8799999952316284,0.9613531827926636,0.25900205969810486
