epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.5104761719703674,0.5347483158111572,0.7271654605865479,0.5799999833106995,0.6315499544143677,0.6685807704925537
1,0.6219047904014587,0.6678131818771362,0.6516079306602478,0.6800000071525574,0.7115499973297119,0.636989951133728
2,0.6523809432983398,0.717627227306366,0.6208324432373047,0.625,0.7327499985694885,0.6598415374755859
3,0.6666666865348816,0.7381387948989868,0.6041382551193237,0.6499999761581421,0.7053999900817871,0.6492446660995483
4,0.6971428394317627,0.7709242701530457,0.5755335688591003,0.6499999761581421,0.728350043296814,0.6568475961685181
5,0.7057142853736877,0.7832072973251343,0.5598651766777039,0.6449999809265137,0.7202999591827393,0.7011662125587463
6,0.7228571176528931,0.8047147393226624,0.5422958135604858,0.6549999713897705,0.7300500273704529,0.6405563950538635
7,0.7361904978752136,0.8214603066444397,0.523996114730835,0.6700000166893005,0.7438499927520752,0.6277910470962524
0,0.6887999773025513,0.7722457647323608,0.5877039432525635,0.6100000143051147,0.6747000217437744,1.3069627285003662
1,0.7799999713897705,0.8647437691688538,0.4459390938282013,0.6700000166893005,0.7373999357223511,1.0229809284210205
2,0.8019047379493713,0.879707932472229,0.4256952702999115,0.6850000023841858,0.7694500088691711,0.8313266038894653
3,0.8190476298332214,0.8975401520729065,0.3924647271633148,0.6949999928474426,0.7813500165939331,0.8503372669219971
4,0.8380952477455139,0.9079346656799316,0.3741609752178192,0.7549999952316284,0.8184000253677368,0.6528906226158142
5,0.831428587436676,0.9085115790367126,0.372617244720459,0.7400000095367432,0.8276000022888184,0.5809053182601929
6,0.868571400642395,0.9390494227409363,0.3142506778240204,0.7850000262260437,0.8690000176429749,0.45784232020378113
7,0.8780952095985413,0.9407745599746704,0.3013535141944885,0.7699999809265137,0.8470499515533447,0.5096378922462463
8,0.868571400642395,0.9346067905426025,0.3150908052921295,0.7900000214576721,0.8763500452041626,0.45309948921203613
9,0.8600000143051147,0.9349750876426697,0.31021174788475037,0.7850000262260437,0.8883999586105347,0.42348742485046387
10,0.8647618889808655,0.9376018047332764,0.30751389265060425,0.7799999713897705,0.8916000127792358,0.46009141206741333
11,0.8647618889808655,0.9465832710266113,0.28795161843299866,0.8349999785423279,0.9106000065803528,0.3722033202648163
12,0.8828571438789368,0.9513868093490601,0.2754781246185303,0.7950000166893005,0.8958500027656555,0.430500328540802
13,0.883809506893158,0.9458430409431458,0.2941269874572754,0.8050000071525574,0.9107500314712524,0.4008953869342804
14,0.8933333158493042,0.9598458409309387,0.24503324925899506,0.8149999976158142,0.9166500568389893,0.369491845369339
15,0.8895238041877747,0.950603187084198,0.2793107330799103,0.8299999833106995,0.927299976348877,0.33410942554473877
16,0.8895238041877747,0.9512271881103516,0.2663675546646118,0.8349999785423279,0.9271500110626221,0.33707091212272644
17,0.8980952501296997,0.9592164158821106,0.24726133048534393,0.800000011920929,0.926349937915802,0.33797454833984375
